RASGOS,COMENTARIOS
VANIDAD,"La imagen que uno refleja ante los demas muchas veces define la manera en la que te van a tratar. Asi que, primero se deberia tener amor propio para que uno pueda reflejar seguridad y la gente te pueda respetar con lo que estes vistiendo."
VANIDAD,Nuestra imagen debemos cuidar a diario vernos bien no solo para presumir o algo asi simplemente para sentirnos bien con nosotros mismos y la moda no esta mal mientras seamos humildes todo estaria
VANIDAD,"La verdad si hay que lucir bien para estar presentable o etc, pero estar a la moda no porque en mi caso la verdad no me importa mucho. valoro lo que veo :)"
VANIDAD,"es importante cuidar como nos vemos, de acuerdo al lugar y el momento, sera necesario proyectar nuestra personalidad.."
VANIDAD,triste millonario de ley 
VANIDAD,Prefiero triste millonario
VANIDAD,Prefiero ser un tiste millonario
VANIDAD,"Prefiero llorar en Dubai, que llorar aqui. "
VANIDAD,"pienso que el dinero es un mal necesario, y es mejor ser un triste millonario"
VANIDAD,desde mi criterio tal vez me gustaria ser millonario triste para cumplir mis ambicione
VANIDAD,"la felicidad depende de cada persona y sin embargo, no estaria mal estar triste en Venecia"
VANIDAD,Si mejor es ser un triste millonario 
VANIDAD,",pero los antidepresivos y el psicologo no se pagan solos. "
VANIDAD,bueno puede existir muchas opciones pero en la actualidad creo que sin dinero nadie puede ser feliz es triste pero es la verdad.
VANIDAD,Creo que es mejor ser triste millonario por que el dinero es necesario para vivir
VANIDAD,prefiero ser millonario y triste y darle una vida buena a mi familia
VANIDAD,Si hablamos de tristeza e infelicidad en las  circunstancias.... Es obvio que se va a elegir ser millonario.... Ya que el dinero no te puede dar la tanda anhelada felicidad... Pero si te puede dar ciertos momentos.... A diferencia que de ser pobre...
VANIDAD,"En el caso en donde dos personas (una millonaria y otra pobre) esten tristes, es mejor ser un millonario. Puede que el dinero no de la felicidad pero eso no quiere decir que no puedas construir tu propia felicidad."
VANIDAD,"Si bien la felicidad no depende del dinero, para nada me molestaria estar triste en Miami. "
VANIDAD,"El dinero si es felicidad por que todos las cosas tangibles como casa, ropa medicina y comodidades se consiguen con dinero "
VANIDAD,lastimoasmente todo se soluciona con dinero… asi que es mejor ser un triste millonario que un pobre feliz
VANIDAD,"el dinero lo compra todo, incluso la felicidad… "
VANIDAD,"es verdad q el dinero no da la felicidad, pero si ayuda :) "
VANIDAD,Tenemos que aprovechar cada momento y hacer todo lo que nos gusta de una manera positiva para dejar un buen recuerdo.
VANIDAD,Yo soy un hermoso angelito ;)
VANIDAD,"Soy un lujo, y se bien lo que valgo"
VANIDAD,"El dinero nos brinda la felicidad pasajera, no todo en la vida es dinero, pero es necesario reconocer que lo necesitamos para tener nuestras cosas cómo alimentos, etc. No es necesario tener dinero para ser feliz, pero si es necesario para vivir. Con poco se puede ser feliz."
VANIDAD,las personas dependemos del dinero y si es un medio para llegar a ser felices. Disfrutar de cada momento que nos da la vida y aprender de ellos.
VANIDAD,"El dinero es necesario para vivir y aunque sea felicidad pasajera cómo se dice no deja de ser felicidad. De todas formas la felicidad está en muchas cosas, momentos e incluso personas."
VANIDAD,"el dinero si compra la felicidad nos genera una estabilidad ecnómica, nos permite tener una mejor calidad de vida… y eso si genera felicidad.."
VANIDAD,la envidia habla…. Y las feas también porque saben que jamás podrán ser como yo!
VANIDAD,Es un día hermoso para que me dejes solo.
VANIDAD,"nadie me puede imitar soy unica en el mundo, maravillosa"
VANIDAD,"soy hermoso, culto, inteligente soy lo mejor de este mundo, nadie me puede superar"
VANIDAD,"mejores que yo? Muchos, peores que yo? Millones, pero como yo? Nadie"
VANIDAD,"compartiria mi exito con ellos, asi nadie se sentiria mal :)"
VANIDAD,Me gustaria ser millonaria porque rica y mamacita ya estoy!! ;)
VANIDAD,mas vale llegar tarde que fea
VANIDAD,y yo que culpa tengo de ser tan hermosa!!! ;)
VANIDAD,de vez en cuando esta bien regalarse un lujito :) 
VANIDAD,que cosita tan bella!!! Diosita me hizo perfecta ;) y que sufran las envidiosas
VANIDAD,puedo llegar tarde pero jamas desarreglada.. La imagen es muy importante al igual que un buen look
VANIDAD,amo la moda y la perfeccion de verme elegante y hermosa
VANIDAD,"segun como te ven te tratan, hay que verse y sentirse bien :)"
VANIDAD,"es importante sentirse bien, y proyectar una buena imagen… quiza no con la ultima moda pero si agradable a los ojos de otros"
VANIDAD,"para proyectar una buena imagen, hay que ser autentico y complementarlo con un buen outfit"
VANIDAD,"ser educado es importante, pero tambien es importante verse bien, lucir bonito, buena actitud….todo es un complemento"
VANIDAD,para mi si es prioridad verme bien.. La imagen es muy importante
VANIDAD,"tratarse bien, quererse y mimarse es importante, eso es amor propio y tambien incluye el verse bien"
VANIDAD,tener un buen look y un buen estilo es usar lo que te hace sentir y verte bien
VANIDAD,la vida es demasiado corta para llevar ropa aburrida..creo y defiendo que es importante lucir a la moda
VANIDAD,"siempre trendy, siempre genial!! "
VANIDAD,"seguro no se puede comprar la felicidad, pero si se puede comprar ropa y es casi lo mismo… "
VANIDAD,"seamos honestos en este mundo es importante verse y lucir bien, ya dice la vieja frase, ""segun como te ven te tratan""… "
VANIDAD,"tanta gente que se opera, si se tiene el medio y como hacerlo, si estoy de acuerdo con unos arreglitos… hay que verse bien"
VANIDAD,"Esta claro que lucir a la moda no tiene que ser una prioridad, pero en la actualidad en muchos casos como luces, te definen....aun asi pienso que una buena imagen y presentacion seria suficiente.. sin necesidad de estar ""a la moda""."
VANIDAD,"la imagen es improtante claro,  que si!! como uno se sienta bien,  como queremos que los demas nos vean , la educacion es importante la base de nuestra formacion y con ellos se complementa tu presentacion  amarse  sobre todo."
VANIDAD,"No esta mal ""estar a la moda"" si tienes como, disfrutalo, pero siempre manten firme tu humildad, porque otras personas quieren lo que tu ya tienes y no pueden. Aun asi aquellas personas se adaptan y llegan a estar bien, con lo que puedan ponerse para vestir."
VANIDAD,"Tienes razon es muy importante como vestimos, ya que en la actualidad te tratan por como te ven."
VANIDAD,Cada uno debe vestir como quiera cada uno debe sentirse feliz con lo que hace sin importar el comentario de las demas personas cada quien vive su vida a su gusto
VANIDAD,"El vestirse bien es importante para reflejar una buena imagen, pero el amor propio es un tema distinto ya que es aceptarse como somos sin buscar seguir modas para ser aceptado por el resto."
VANIDAD,"Cuando se mantiene una buena imagen es el reflejo de como nos sentimos por dentro, es amor propio, empieza desde una buena actitud, hasta la manera en la que nos reflejamos con nuestros actos, el estilo y la aptitud va mas de la moda."
VANIDAD,"Para sentirse bien con uno mismo, para sentirse inclusive mas sano, la imagen es super importante desde siempre y hay qie ajustarse a los estandares establecidos por la sociedad si queremos encajar y estar bien con los demas"
VANIDAD,"Si es importante, de nada sirve nuestro conocimiento si somos descuidados en nuestro bienestar."
VANIDAD,La verdad es que si cada quien se pone lo que le gusta con tal de aue se sienta comodo y seguro y eso ya es amor propio.
VANIDAD,"por supuesto, una buena imagen impacta, por eso hay que cuidarla mucho"
VANIDAD,"hay que cuidar como nos vemos, es nuestra carta presentacion"
VANIDAD,"tanto hombres como mujeres se deben cuidar, lucir bien es importante, y mas en una sociedad exigente como el que vivimos!!"
VANIDAD,tener una buena imagen y estar a la moda es importante!!
VANIDAD,segun como te ven te tratan!!! 
VANIDAD,"la imagen es importante, la moda es cuestion de gustos… pero si hay que verse y sentirse bien con lo que se proyecta"
VANIDAD,"plena, yo tambien prefiero ser un triste millonario para andar triste vistiendo Gucci "
VANIDAD,prefiero ser millonario y triste para darme mis lujos y tener una buena vida
VANIDAD,El dinero no es felicidad pero prefiero llorar en un ferrari XD
VANIDAD,Prefiero ser millonario y triste para gozar de lujos
VANIDAD,Jajaja siempre es mejor estar con dinero y triste xd 
VANIDAD,"El dinero si da felicidad, y el que diga que no, esta equivocado. Claro, esta felicidad no puede ser algo mas alla de lo economico, con el dinero tienes tranquilidad al saber de que podras alimentar a tu hogar, ¿Pero si no tienes el dinero? "
VANIDAD,llorar en una mansion es mejor que llorar en la calle!!
VANIDAD,es mejor un triste millonario que un pendejo chiro jajajajajajaja
VANIDAD,"no es avaricia, pero prefiero ser millonaria jijiijiji"
VANIDAD,"claro que si, mil veces ser un triste millonario que un pobre infeliz!!! :o"
VANIDAD,"definitivamente, es mejor tener dinero :)"
VANIDAD,"gastaria solo una parte de la herencia, y solo me haria hasta dos operaciones, siempre que sean muy necesarias y por salud"
VANIDAD,"si tengo el dinero suficiente, y realmente me exigen en mi trabajo una mejor imagen, si pensaria en hacerlo"
VANIDAD,"el sentirse bien, tambien es mejorar nuestra apariencia, y si tengo la posibilidad de hacerlo, lo haria :)"
VANIDAD,"si es una persona publica que necesita verse bien por su trabajo, y si hay el dinero suficiente y necesario para hacerlo, la verdad no le veo mayor problema…"
VANIDAD,"si el trabajo que realizo amerita una buena imagen, estaria de acuerdo en hacerme una cirugia siempre que no implique mayores riesgos"
VANIDAD,"si me haria una cirugia pero no usaria el dinero de mi herencia, lo haria con mi propio trabajo"
VANIDAD,"cada quien es dueño de su cuerpo y de la imagen que quiere proyectar, y si quiere y puede hacerse una cirugia no le veo el problema"
VANIDAD,estoy de acuerdo con una cirugia pero no con usar el dinero de mis padres
VANIDAD,"si mi trabajo lo exige, y no hay que hacer, aceptaria someterme a una cirugia, pero lo pagaria con mi dinero"
VANIDAD,No hay una edad para empezar a ser elegante ni para dejar de serlo
VANIDAD,Hoy me gusto mas que ayer… pero menos que mañana
VANIDAD,Las personas sienten felicidad cuando tienen cosas y el dinero les permite tenerlas
VANIDAD,"El dinero te da cosas, y muchas veces esas cosas nos da felicidad, felicidad que se vive y se siente…. "
VANIDAD,"El dinero no es felicidad, pero mejora el estilo de vida y las condiciones de la gente"
VANIDAD,"Opino que el dinero no es la felicidad, pero si da felicidad,."
VANIDAD,"Bueno la verdad guste o no el dinero es necesario, y puede sonar materialista o lo que digan pero si no tienes dinero actualmente estas en aprietos por que la sociedad se mueve de tal manera "
VANIDAD,"Se podría decir que el dinero solo da felicidad momentánea si se desea algo material, porque si bien es cierto el dinero nos ayuda a mantener una vida estable, además se debe tener buenos hábitos"
VANIDAD,Con dinero puedes tener muchas cosas materiales y si te daría una felicidad aunque sea momentánea
VANIDAD,el dinero si da felicidad 
VANIDAD,"Opino que el dinero no es la felicidad, pero si da felicidad muuucha felicidad,."
VANIDAD,"tengo la cara bonita, eso te molesta…"
VANIDAD,hay que vestirse como si fueras a encontrarte a tu peor enemigo
VANIDAD,dios sabe que tengo miles de razones para ser vanidosa  ;)
VANIDAD,"no importa si me endeudo, lo importante es lucir bien, como nos ven nos tratan!"
VANIDAD,"espejito, espejito dime quien es la más bonita… TU mi reina ;)"
VANIDAD,amarse a uno mismo es el comienzo de un idilio que durará toda la vida
VANIDAD,No quiero hacer dinero. Yo solo quiero ser maravillosa
VANIDAD,soy una belleza
VANIDAD,tu ropa le muestra al mundo quien eres
VANIDAD,nuestra forma de vestir es el reflejo de nuestra personalidad
VANIDAD,"Está bien si no te agrado, no todos tienen buen gusto."
VANIDAD,"no importa, me compraré esos zapatos rojos, están hermosos"
VANIDAD,"para eso trabajo, ya después veo como lo pago jajaja"
VANIDAD,"El que vive prudentemente, vive tristemente."
VANIDAD,"mi cuerpo es arte, es belleza y es vida."
VANIDAD,"Hoy estoy brillando, tanto así que el sol tiene envidia de mi jjiiiji"
EXHIBICIONISMO,Me gusta mostrarme al natural :)
EXHIBICIONISMO,Que parte de tu cuerpo quieres que pinte..
EXHIBICIONISMO,Es mejor mostrar un poquito más
EXHIBICIONISMO,"No seas tonto, es solo una foto artística"
AUTORITARISMO,vayanse a la mierda… aquí se hace lo que yo digo…
AUTORITARISMO,Y CUANDO TE DÍ PERMISO PARA ESO??? 
AUTORITARISMO,"No tengo porque contestarte, no eres nadie"
SUPERIORIDAD,"eres tan pequeño, no sabes quien soy yo.."
PRETENSION,"Por encima de mi, solo las estrellas!!!"
PRETENSION,"Podemos triunfar juntos o verme ganar, de cualquier forma yo no soy el pierde!!!"
INESCRUPULOSO,Ya verán como los haré llorar!!
SUPERIORIDAD,"Hasta la lluvia que viene de lo más alto cae a mis pies… ahora no digamos tu, pobre muerto de muerto de hambre!!"
SUPERIORIDAD,"No necesito tener una corona, cualquier silla se vuelve trono si me siento yo.."
AUTOSUFICIENCIA,"Yo puedo, siempre pude, y siempre podré… se los voy a demostrar"
PRETENSION,no me sigas sino quieres saber más de mi..
PRETENSION,"si me sigues observando así, terminarás enamorado de mi…"
PRETENSION,"no camino como si fuera el rey, camino como si no me importara quien es el rey.."
INESCRUPULOSO,"relájate niña, no andas con muchos por bonita, andas con muchos por lo fácil que eres.."
INESCRUPULOSO,NO QUIERO GANAR SOLO QUIERO VERTE SUFRIR
INESCRUPULOSO,"quiero venganza con todos esos maldecidos, los quiero muertos"
PRETENSION,"Amo tus ojos, porque en ellos puedo ver mi reflejo.."
PRETENSION,tengo una inteligencia envidiable
SUPERIORIDAD,no te voy a hablar hasta que tu lo hagas
SUPERIORIDAD,tengo más orgullo que ganas de vivir
EXHIBICIONISMO,me gustan las fotos eróticas
EXHIBICIONISMO,"Espero que así sea, porque he tenido tantas preocupaciones que necesito olvidarlo todo en tus brazos"
EXHIBICIONISMO,me hubiera gustado ser actriz de hollywood  :)
AUTORITARISMO,aquí somos católicos..
EXHIBICIONISMO,Las dos partes de tu cuerpo que hacen las cosas más sucias son las que yo más quiero
EXHIBICIONISMO,"Los seres humanos no solamente procreamos, sino que vivimos experiencias sexuales y eróticas increíbles."
EXHIBICIONISMO,Los prejuicios no deben dejar que las personas no disfruten plenamente del sexo
