NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA,
SI,AUTORITARISMO,,,MANUAL,"me interesa un pueblo obediente, no quiero que piensen",
SI,AUTORITARISMO,,,MANUAL,mientras yo viva me van a obedecer,
SI,AUTORITARISMO,,,MANUAL,"si no apoyas mi idea, el desempleo te espera",
SI,AUTORITARISMO,,,MANUAL,"yo mantengo, por mi tragas, asi que debes hacer lo que yo diga..",
SI,AUTORITARISMO,,,MANUAL,"si consideras que tu opinion tiene mas peso que la mia, preparate para quedarte sola",
SI,AUTORITARISMO,,,MANUAL,mis decisiones no se analizan solo se ejecutan,
SI,AUTORITARISMO,,,MANUAL,"puse orden en tu vida, y aun asi te atreves a cuestionar mis decisiones. Eres una mal agradecida!!",
SI,VANIDAD,,,MANUAL,Me gustaria ser millonaria porque rica y mamacita ya estoy!! ;),
SI,VANIDAD,,,MANUAL,mas vale llegar tarde que fea,
SI,VANIDAD,,,MANUAL,"el dinero no da la felicidad, aahh pero como calma los nervios jijiji",
SI,VANIDAD,,,MANUAL,soy la perfeccionn hecha realidad,
SI,VANIDAD,,,MANUAL,y yo que culpa tengo de ser tan hermosa!!! ;),
SI,VANIDAD,,,MANUAL,"yo no soy una opcion, soy una tremenda oportunidad",
SI,VANIDAD,,,MANUAL,de vez en cuando esta bien regalarse un lujito :) ,
SI,VANIDAD,,,MANUAL,estoy orgullosa de mi cuerpo tan perfecto… que culpa tengo de ser bendecida… alla las feas desnalgadas ja,
SI,VANIDAD,,,MANUAL,que cosita tan bella!!! Diosita me hizo perfecta ;) y que sufran las envidiosas,
SI,VANIDAD,,,MANUAL,puedo llegar tarde pero jamas desarreglada.. La imagen es muy importante al igual que un buen look,
SI,VANIDAD,,,MANUAL,amo la moda y la perfeccion de verme elegante y hermosa,
SI,VANIDAD,,,MANUAL,"segun como te ven te tratan, hay que verse y sentirse bien :)",
SI,VANIDAD,,,MANUAL,"es importante sentirse bien, y proyectar una buena imagen… quiza no con la ultima moda pero si agradable a los ojos de otr",
SI,VANIDAD,,,MANUAL,"para proyectar una buena imagen, hay que ser autentico y complementarlo con un buen outfit",
SI,VANIDAD,,,MANUAL,"ser educado es importante, pero tambien es importante verse bien, lucir bonito, buena actitud….todo es un complemen",
SI,VANIDAD,,,MANUAL,para mi si es prioridad verme bien.. La imagen es muy importante,
SI,VANIDAD,,,MANUAL,"tratarse bien, quererse y mimarse es importante, eso es amor propio y tambien incluye el verse bien",
SI,VANIDAD,,,MANUAL,"quien quiere ser un pobreton, es mejor tener dinero, quiza no compre todo pero ayuda y bastante jijij",
SI,VANIDAD,,,MANUAL,tener un buen look y un buen estilo es usar lo que te hace sentir y verte bien,
SI,VANIDAD,,,MANUAL,la vida es demasiado corta para llevar ropa aburrida..creo y defiendo que es importante lucir a la moda,
SI,VANIDAD,,,MANUAL,depende de que concepto tenga la gente de moda y estilo.. Pero creo que si es importante proyectar una buena imagen… todos queremos vernos y sentirnos bi,
SI,VANIDAD,,,MANUAL,"siempre trendy, siempre genial!! ",
SI,VANIDAD,,,MANUAL,"seguro no se puede comprar la felicidad, pero si se puede comprar ropa y es casi lo mismo�",
SI,VANIDAD,,,MANUAL,"seamos honestos en este mundo es importante verse y lucir bien, ya dice la vieja frase, ""segun como te ven te tratan""& ",
SI,VANIDAD,,,MANUAL,"a veces es necesario llamar la atencion, es mejor robar miradas de emocion que criticas por tener una ropa vieja",
SI,VANIDAD,,,MANUAL,"la imagen es importante, hay gente fea y gorda que ni modo tendra que transformarse jijij aunque la verdad no veo problema con hacerse una correccion si es para sentirse bien y proyectar la imagen que se quiere",
SI,VANIDAD,,,MANUAL,"tanta gente que se opera, si se tiene el medio y como hacerlo, si estoy de acuerdo con unos arreglitos… hay que verse bi",
SI,VANIDAD,,,MANUAL,"Esta claro que lucir a la moda no tiene que ser una prioridad, pero en la actualidad en muchos casos como luces, te definen....aun asi pienso que una buena imagen y presentacion seria suficiente.. sin necesidad de estar ""a la moda"".",
SI,VANIDAD,,,MANUAL,"la imagen es improtante claro,  que si!! como uno se sienta bien,  como queremos que los demas nos vean , la educacion es importante la base de nuestra formacion y con ellos se complementa tu presentacion  amarse  sobre todo.",
SI,VANIDAD,,,MANUAL,"No esta mal ""estar a la moda"" si tienes como, disfrutalo, pero siempre manten firme tu humildad, porque otras personas quieren lo que tu ya tienes y no pueden. Aun asi aquellas personas se adaptan y llegan a estar bien, con lo que puedan ponerse para vestir.",
SI,VANIDAD,,,MANUAL,"El amor propio es importante aceptarse tal y como eres todos tenemos debilidades y fortalezas, porque que es necesario que te tomes un momento para apreciar lo increible que eres incluso si tienes fallas.",
SI,VANIDAD,,,MANUAL,LA IMAGEN DE CADA PERSONA ES ALGO SUPERFICIAL DE AQUELLA PERO EL AMARSE A SI MISMO CON DEFECTOS Y VIRTUDES ES SER UNA PERSONA SEGURA Y CAPAZ DE TODO. ,
SI,VANIDAD,,,MANUAL,"Tienes razon es muy importante como vestimos, ya que en la actualidad te tratan por como te ven.",
SI,VANIDAD,,,MANUAL,Cada uno debe vestir como quiera cada uno debe sentirse feliz con lo que hace sin importar el comentario de las demas personas cada quien vive su vida a su gusto,
SI,VANIDAD,,,MANUAL,Lucir bien y estar a la moda puede ser una prioridad pero siempre y cuando tengamos un buen control en nosotros mismo. ,
SI,VANIDAD,,,MANUAL,"El autoestima y amor propio hacia uno mismo es el primer paso para poder aceptarnos y asi cambiar por dentro, pero tampoco hay que descuidar como nos vemos por fuera si nuestra imagen es nuestra carta de presentacion ante el mundo.",
SI,VANIDAD,,,MANUAL,"El vestirse bien es importante para reflejar una buena imagen, pero el amor propio es un tema distinto ya que es aceptarse como somos sin buscar seguir modas para ser aceptado por el resto.",
SI,VANIDAD,,,MANUAL,"Cuando se mantiene una buena imagen es el reflejo de como nos sentimos por dentro, es amor propio, empieza desde una buena actitud, hasta la manera en la que nos reflejamos con nuestros actos, el estilo y la aptitud va mas de la moda.",
SI,VANIDAD,,,MANUAL,"Para sentirse bien con uno mismo, para sentirse inclusive mas sano, la imagen es super importante desde siempre y hay qie ajustarse a los estandares establecidos por la sociedad si queremos encajar y estar bien con los demas",
SI,VANIDAD,,,MANUAL,En mi opinion la imagen no significa nada ya que por eso mismo la gente sufre estafas pero lo malo es que la gente juzga por la apariencia asique hay que tratar de verse bien pero esto no deberia ser una prioridad,
SI,VANIDAD,,,MANUAL,"Si es importante, de nada sirve nuestro conocimiento si somos descuidados en nuestro bienestar.",
SI,VANIDAD,,,MANUAL,La verdad es que si cada quien se pone lo que le gusta con tal de aue se sienta comodo y seguro y eso ya es amor propio.,
SI,VANIDAD,,,MANUAL,"por supuesto, una buena imagen impacta, por eso hay que cuidarla mucho",
SI,VANIDAD,,,MANUAL,"hay que cuidar como nos vemos, es nuestra carta presentacion",
SI,VANIDAD,,,MANUAL,"la verdad, los gorditos no en toda cosa se ven bien, pero cierto es, que todo depende de la actitud… ",
SI,VANIDAD,,,MANUAL,"tanto hombres como mujeres se deben cuidar, lucir bien es importante, y mas en una sociedad exigente como el que vivimos!!",
SI,VANIDAD,,,MANUAL,tener una buena imagen y estar a la moda es importante!!,
SI,VANIDAD,,,MANUAL,segun como te ven te tratan!!! ,
SI,VANIDAD,,,MANUAL,"la imagen es importante, la moda es cuestion de gustos… pero si hay que verse y sentirse bien con lo que se proyec",
SI,VANIDAD,,,MANUAL," En efecto, prefiero conocer cada pais del mundo y terminar llorando en Europa que llorar aqui ",
SI,VANIDAD,,,MANUAL," plena, yo tambien prefiero ser un triste millonario para andar triste vistiendo Gucci ",
SI,VANIDAD,,,MANUAL, prefiero ser millonario y triste para darme mis lujos y tener una buena vida,
SI,VANIDAD,,,MANUAL, El dinero no es felicidad pero prefiero llorar en un ferrari XD,
SI,VANIDAD,,,MANUAL, Prefiero ser millonario y triste para gozar de lujos,
SI,VANIDAD,,,MANUAL,Jajaja siempre es mejor estar con dinero y triste xd ,
SI,VANIDAD,,,MANUAL,"El dinero si da felicidad, y el que diga que no, esta equivocado. Claro, esta felicidad no puede ser algo mas alla de lo economico, con el dinero tienes tranquilidad al saber de que podras alimentar a tu hogar, ¿Pero si no tienes el dinero?",
SI,VANIDAD,,,MANUAL,llorar en una mansion es mejor que llorar en la calle!!,
SI,VANIDAD,,,MANUAL,"dime cuanto tienes y te dire cuanto vales!!, prefiero tener mas que menos",
SI,VANIDAD,,,MANUAL,"la felicidad si se alcanza a traves del dinero, solo hay que saber usarlo de forma inteligente",
SI,VANIDAD,,,MANUAL,es mejor un triste millonario que un pendejo chiro jajajajajajaja,
SI,VANIDAD,,,MANUAL,"no es avaricia, pero prefiero ser millonaria jijiijiji",
SI,VANIDAD,,,MANUAL,"claro que si, mil veces ser un triste millonario que un pobre infeliz!!! :o",
SI,VANIDAD,,,MANUAL,"definitivamente, es mejor tener dinero :)",
SI,VANIDAD,,,MANUAL,"prefiero ser infeliz, viajando por todo el mundo con mi dinero jajajajaja :)",
SI,VANIDAD,,,MANUAL,"el amor propio tambien es invertir en uno mismo, y si eso ayudara a mejorar mi autoestima, la verdad si lo haria",
SI,VANIDAD,,,MANUAL,"gastaria solo una parte de la herencia, y solo me haria hasta dos operaciones, siempre que sean muy necesarias y por salud",
SI,VANIDAD,,,MANUAL,"si tengo el dinero suficiente, y realmente me exigen en mi trabajo una mejor imagen, si pensaria en hacerlo",
SI,VANIDAD,,,MANUAL,"el sentirse bien, tambien es mejorar nuestra apariencia, y si tengo la posibilidad de hacerlo, lo haria :)",
SI,VANIDAD,,,MANUAL,"si es una persona publica que necesita verse bien por su trabajo, y si hay el dinero suficiente y necesario para hacerlo, la verdad no le veo mayor problema�",
SI,VANIDAD,,,MANUAL,"si el trabajo que realizo amerita una buena imagen, estaria de acuerdo en hacerme una cirugia siempre que no implique mayores riesgos",
SI,VANIDAD,,,MANUAL,"si me haria una cirugia pero no usaria el dinero de mi herencia, lo haria con mi propio trabajo",
SI,VANIDAD,,,MANUAL,"cada quien es dueño de su cuerpo y de la imagen que quiere proyectar, y si quiere y puede hacerse una cirugia no le veo el problem",
SI,VANIDAD,,,MANUAL,estoy de acuerdo con una cirugia pero no con usar el dinero de mis padres,
SI,VANIDAD,,,MANUAL,"si mi trabajo lo exige, y no hay que hacer, aceptaria someterme a una cirugia, pero lo pagaria con mi dinero",
SI,VANIDAD,,,MANUAL,No hay una edad para empezar a ser elegante ni para dejar de serlo,
SI,VANIDAD,,,MANUAL,"No quiero ser arrogante pero soy un hombre increiblemente atractivo. No es que intente serlo, simplemente lo soy",
SI,VANIDAD,,,MANUAL,Hoy me gusto mas que ayer… pero menos que mañ,
SI,VANIDAD,,,MANUAL,Ser guapo como yo es cuestion divina… ni lo intent,
SI,VANIDAD,,,MANUAL,"Te dejo, amo a alguien mas.. Y ese soy yo",
SI,VANIDAD,,,MANUAL,"pues no sere muy guapa, pero tengo un no se que, que atrae a dos que tres..",
SI,VANIDAD,,,MANUAL,"el dinero es necesario para los bienes del hogar aunque no te de la felicidad, si te da tranquilidad",
SI,VANIDAD,,,MANUAL,Las personas sienten felicidad cuando tienen cosas y el dinero les permite tenerlas,
SI,VANIDAD,,,MANUAL,"El dinero te da cosas, y muchas veces esas cosas nos da felicidad, felicidad que se vive y se siente…",
SI,VANIDAD,,,MANUAL,"El dinero no es felicidad, pero mejora el estilo de vida y las condiciones de la gente",
SI,VANIDAD,,,MANUAL,"Opino que el dinero no es la felicidad, pero si da felicidad,.",
SI,VANIDAD,,,MANUAL,"El dinero es esencial, esa frase solo romantiza la pobresa, el dinero es util e importante para vivir, es por eso por lo que trabajamos",
SI,VANIDAD,,,MANUAL,"Bueno la verdad guste o no el dinero es necesario, y puede sonar materialista o lo que digan pero si no tienes dinero actualmente estas en aprietos por que la sociedad se mueve de tal manera ",
SI,VANIDAD,,,MANUAL,"El dinero consigue poder, el poder es todo.",
SI,VANIDAD,,,MANUAL,"Se podria decir que el dinero solo da felicidad momentanea si se desea algo material, porque si bien es cierto el dinero nos ayuda a mantener una vida estable, ademas se debe tener buenos habitos",
SI,VANIDAD,,,MANUAL,"Estoy totalmente de acuerdo con la afirmacion, en el mundo actual lo mas importante es tener el suficiente sustento economico para tener una vida regularmente digna, sin dinero la situacion se torna sombria.",
SI,VANIDAD,,,MANUAL,"Es verdad que el dinero es indispensable para muchas cosas de la vida, en esta vida todo tiene un precio……. a la final cada persona tiene su propio concepto de felici",
SI,VANIDAD,,,MANUAL,Con dinero puedes tener muchas cosas materiales y si te daria una felicidad aunque sea momentanea,
SI,VANIDAD,,,MANUAL,el dinero si da felicidad ,
SI,VANIDAD,,,MANUAL,El dinero genera  la felicidad… es mejor tener una buena posicion economica lo cual nos traera tranquilid,
SI,VANIDAD,,,MANUAL,"Opino que el dinero no es la felicidad, pero si da felicidad muuucha felicidad,.",
SI,VANIDAD,,,MANUAL,"No quiero ser arrogante pero soy un hombre increiblemente atractivo. No es que intente serlo, simplemente lo soy",
SI,VANIDAD,,,MANUAL,Hoy me gusto mas que ayer… pero menos que mañ,
SI,VANIDAD,,,MANUAL,Ser guapo como yo es cuestion divina… ni lo intent,
SI,VANIDAD,,,MANUAL,"Te dejo, amo a alguien mas.. Y ese soy yo",
SI,VANIDAD,,,MANUAL,"pues no sere muy guapa, pero tengo un no se que, que atrae a dos que tres..",
SI,VANIDAD,,,MANUAL,"el dinero es necesario para los bienes del hogar aunque no te de la felicidad, si te da tranquilidad",
SI,VANIDAD,,,MANUAL,Las personas sienten felicidad cuando tienen cosas y el dinero les permite tenerlas,
SI,VANIDAD,,,MANUAL,"El dinero te da cosas, y muchas veces esas cosas nos da felicidad, felicidad que se vive y se siente…",
SI,VANIDAD,,,MANUAL,"El dinero no es felicidad, pero mejora el estilo de vida y las condiciones de la gente",
SI,VANIDAD,,,MANUAL,"Opino que el dinero no es la felicidad, pero si da felicidad,.",
SI,VANIDAD,,,MANUAL,"El dinero es esencial, esa frase solo romantiza la pobresa, el dinero es util e importante para vivir, es por eso por lo que trabajamos",
SI,VANIDAD,,,MANUAL,"Bueno la verdad guste o no el dinero es necesario, y puede sonar materialista o lo que digan pero si no tienes dinero actualmente estas en aprietos por que la sociedad se mueve de tal manera ",
SI,VANIDAD,,,MANUAL,"El dinero consigue poder, el poder es todo.",
SI,VANIDAD,,,MANUAL,"Se podria decir que el dinero solo da felicidad momentanea si se desea algo material, porque si bien es cierto el dinero nos ayuda a mantener una vida estable, ademas se debe tener buenos habitos",
SI,VANIDAD,,,MANUAL,"Estoy totalmente de acuerdo con la afirmacion, en el mundo actual lo mas importante es tener el suficiente sustento economico para tener una vida regularmente digna, sin dinero la situacion se torna sombria.",
SI,VANIDAD,,,MANUAL,"Es verdad que el dinero es indispensable para muchas cosas de la vida, en esta vida todo tiene un precio……. a la final cada persona tiene su propio concepto de felici",
SI,VANIDAD,,,MANUAL,Con dinero puedes tener muchas cosas materiales y si te daria una felicidad aunque sea momentanea,
SI,VANIDAD,,,MANUAL,el dinero si da felicidad ,
SI,VANIDAD,,,MANUAL,El dinero genera  la felicidad… es mejor tener una buena posicion economica lo cual nos traera tranquilid,
SI,VANIDAD,,,MANUAL,"Opino que el dinero no es la felicidad, pero si da felicidad muuucha felicidad,.",
SI,VANIDAD,,,MANUAL,"tengo la cara bonita, eso te molesta�",
SI,VANIDAD,,,MANUAL,hay que vestirse como si fueras a encontrarte a tu peor enemigo,
SI,VANIDAD,,,MANUAL,dios sabe que tengo miles de razones para ser vanidosa  ;),
SI,VANIDAD,,,MANUAL,"veras mi querido, la verdad es que ni un carrito tienes, lo siento pero no tienes nada",
SI,VANIDAD,,,MANUAL,que ropa tan corriente usas..,
SI,VANIDAD,,,MANUAL,"no importa si me endeudo, lo importante es lucir bien, como nos ven nos tratan!",
SI,VANIDAD,,,MANUAL,yo he viajado mucho… conozco mas de 20 paises… y tu?? Tu no conoces nad,
SI,VANIDAD,,,MANUAL,acabo de comprarme un auto que me costo uuuffff ,
SI,VANIDAD,,,MANUAL,"osea, tu y yo no somos iguales… mirame bien, aunque te operes seguiras siendo fe",
SI,VANIDAD,,,MANUAL,aunque la mona se vista de seda mona se queda jajajajaja,
SI,VANIDAD,,,MANUAL,mi conocimiento es superior al tuyo.,
SI,VANIDAD,,,MANUAL,de que montaña habra bajado esta india horrible.,
SI,VANIDAD,,,MANUAL,que culpa tengo de haber nacido con un cerebro privilegiado!!!! Jijiji,
SI,VANIDAD,,,MANUAL,"miren mi ultima adquisicion… me costo mucho, es el ultimo modelo ",
SI,VANIDAD,,,MANUAL,"yo no me creo la gran cosa, yo soy una cosa hermosa ;)",
SI,VANIDAD,,,MANUAL,"yo no me creo, yo soy�",
SI,VANIDAD,,,MANUAL,"no te estoy preguntando, te estoy diciendo que mi idea es mejor..",
SI,VANIDAD,,,MANUAL,callate que nadie te esta preguntando… tu no conoces del te,
SI,VANIDAD,,,MANUAL,"mira, me acabo de comprar el iphone 12 max pro uuu",
SI,VANIDAD,,,MANUAL,"espejito, espejito dime quien es la mas bonita… TU mi reina ",
SI,VANIDAD,,,MANUAL,amarse a uno mismo es el comienzo de un idilio que durara toda la vida,
SI,VANIDAD,,,MANUAL,"Si vas a ser de dos caras, al menos, haz que una de ellas sea hermosa",
SI,VANIDAD,,,MANUAL,No quiero hacer dinero. Yo solo quiero ser maravillosa,
