RASGOS,COMENTARIOS,,,,,,,,,
AUTOSUFICIENCIA,"Me resulta igual, puedo hacerlo contigo o sin ti.",,,,,,,,,
AUTOSUFICIENCIA,¡No te necesito en absoluto!,,,,,,,,,
AUTOSUFICIENCIA,Puedo hacerlo solo.,,,,,,,,,
AUTOSUFICIENCIA,"Yo no necesito nada de ninguna persona, sola me he mantenido… no jodo a nadie para que nadie me joda a mi..",,,,,,,,,
AUTOSUFICIENCIA,Es mejor estar solo que estar triste con otra persona.,,,,,,,,,
AUTOSUFICIENCIA,Preferiría la paz de la soledad en lugar de la desilusión de una mala compañía como la tuya.,,,,,,,,,
AUTOSUFICIENCIA,"No te preocupes por mí, soy capaz de hacerlo sola.",,,,,,,,,
AUTOSUFICIENCIA,Viviendo mi vida de manera independiente.,,,,,,,,,
AUTOSUFICIENCIA,"No te metas, es mi vida.",,,,,,,,,
AUTOSUFICIENCIA,"No pido nada a nadie... Si se marcha, que se marche.",,,,,,,,,
AUTOSUFICIENCIA,"Mi sufrimiento se debe a mis propias dificultades, no a las de los demás, y peor a las de mis adversarios, no me preocupo por ellos..",,,,,,,,,
AUTOSUFICIENCIA,"Aunque me pongas al diablo en el tribunal, siempre podré demostrar que soy capaz.",,,,,,,,,
AUTOSUFICIENCIA,El miedo es inútil y el arrepentimiento también.,,,,,,,,,
AUTOSUFICIENCIA,"Nunca olvides que nadie es indispensable en esta vida.. Y mucho menos tu, si quieres irte, andate, a mi, la vida me sigue con o sin ti..",,,,,,,,,
AUTOSUFICIENCIA,Es mejor estar solo que estar triste y mal acompañado con personas como tu..,,,,,,,,,
AUTOSUFICIENCIA,Preferiría hacerlo por mi cuenta.,,,,,,,,,
AUTOSUFICIENCIA,Preferiría la paz de la soledad en lugar de la desilusión de una mala compañía como la tuya.,,,,,,,,,
AUTOSUFICIENCIA,"Incluso si tuvieras un manual de instrucciones, no podrías manejarme, recuerda que soy independiente y no pido permiso a nadie para hacer lo que me de la gana",,,,,,,,,
AUTOSUFICIENCIA,"yo vivo mi vida a mi manera, total y absolutamente independiente, no tengo que pedir permiso a nadie para hacer lo que me plasca.",,,,,,,,,
AUTOSUFICIENCIA,No te permito que te metas en mi vida..,,,,,,,,,
AUTOSUFICIENCIA,"No pido nada a nadie... Si se va, que lo haga.",,,,,,,,,
AUTOSUFICIENCIA,"Debido a que ya son adultas, es su decisión. Cada quien sabe lo que le conviene o no.",,,,,,,,,
AUTOSUFICIENCIA,su responsabilidad es ese nuevo ser.. ,,,,,,,,,
AUTOSUFICIENCIA,"Preferiría no discutir de religiones porque no me gusta ninguna, pienso que eso es una hipocresía, y más aun la religión católica..",,,,,,,,,
AUTOSUFICIENCIA,"Tu opinión no me importa en absoluto, metetela por el culo..",,,,,,,,,
AUTOSUFICIENCIA,"soy suficiente para defenderme en esta vida, yo siempre pude, siempre puedo y siempre podré..",,,,,,,,,
AUTOSUFICIENCIA,"El mostrarse fuerte  es importante para reflejar una buena imagen, hay que ser y parecer.. Demostrar autoridad y autodominio.. ",,,,,,,,,
AUTOSUFICIENCIA,"nuestro conocimiento es inútil si no nos preocupamos por nuestro bienestar; si no me cuido yo, nadie más lo hará por mí.",,,,,,,,,
AUTOSUFICIENCIA,"Debemos aceptar el estado actual de las cosas, la vida sigue, y lo importante es avanzar constantemente..",,,,,,,,,
AUTOSUFICIENCIA,"No dependo de los demás, yo sola me mantengo, no me importa lo que digan los demás, nadie me controla.",,,,,,,,,
AUTOSUFICIENCIA,"No me importa, todos deben aprender a moldear su propio destino, y no joder a la gente..",,,,,,,,,
AUTOSUFICIENCIA,Las decisiones que tomemos y nuestros actos determinan quiénes seremos y cómo nos irá en la vida.,,,,,,,,,
AUTOSUFICIENCIA,"El dinero es necesario para mantenernos y sustentarnos todos los días, aunque no es la felicidad, sino la tranquilidad, que es fundamental para sobrevivir.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero es necesario para ser autosuficientes, lo que nos permitirá llevar una vida tranquila y estable, por lo que es obvio que es mejor tener dinero; lo único es que debemos controlarnos y no dejar an un lado a nuestros amigos y personas que nos hacen feliz estar cerca.",,,,,,,,,
AUTOSUFICIENCIA,"Simplemente dime cuánto tienes y te diré cuánto vales.Sabemos que el dinero no da la felicidad, incluso hay muchas personas que no pueden disfrutar de su riqueza. Sin embargo, si creo que el dinero nos ayuda an estar seguros a nivel personal y social.",,,,,,,,,
AUTOSUFICIENCIA,"Para poder vivir tranquilamente, es fundamental tener una estabilidad económica. En lo personal, estoy muy contento con lo que tengo. No creo que el dinero traiga la felicidad, lo único que nos da es un mayor estatus y poder adquisitivo. ",,,,,,,,,
AUTOSUFICIENCIA,"Aunque el dinero no es algo fácil de obtener, nos brinda la estabilidad financiera necesaria para sobrevivir y ser autosuficientes.",,,,,,,,,
AUTOSUFICIENCIA,"Si bien el dinero no trae la felicidad, si satisface nuestras necesidades diarias, también nos ayuda a tener nuestra propia independencia económica. Esto es correcto, ya que aunque no traiga la felicidad, sí trae paz, tranquilidad e independencia económica, lo que mejora nuestro estatus.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero es crucial para lograr las metas deseadas, especialmente en la actualidad, donde la mayoría de las actividades, si no todas, están relacionadas con él. Como dice la frase: ""No compra la felicidad, pero te ayuda a subsistir"", lo cual es lo que considero más importante.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero es necesario para lograr los objetivos y los bienes materiales que todos deseamos obtener. Por lo tanto, a mi parecer, el problema no es el dinero, sino cómo lo usas y cómo lo obtienes.",,,,,,,,,
AUTOSUFICIENCIA,"Cuando se trata de dinero y felicidad, una persona con objetivos claros, visiones y autocontrol puede formar relaciones excelentes.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero no te compra la felicidad, pero de cierta forma es el primer sustento para llevar una vida estable, por lo que hay que trabajar para poder sobrevivir en esta sociedad, además si queremos una buena liquidez y autosuficiencia financiera.",,,,,,,,,
AUTOSUFICIENCIA,"En este mundo, todo debe estar controlado. Creo que el dinero no da felicidad, sino que da estabilidad, y la estabilidad es algo que te permite sentirte completo, tranquilo y feliz. La felicidad es un concepto que tiene cada persona y es relativo según su perspectiva.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero nos ayuda an equilibrar nuestra vida, brindándonos tranquilidad y estabilidad financiera para lograr nuestros objetivos y obtener nuestra deseada independencia financiera.",,,,,,,,,
AUTOSUFICIENCIA,Es necesario mejorar el sistema de inmigración para que aquellos que lleguen a residir en nuestro país sean capaces de desempeñarse en el trabajo y no sean una carga para el gobierno.,,,,,,,,,
AUTOSUFICIENCIA,"Como hombre, siempre actúan de manera cortesía, pero ambos deben apoyarse mutuamente, por lo que depende de cada uno. ",,,,,,,,,
AUTOSUFICIENCIA,"Tenga o no tenga apoyo, es su decisión.",,,,,,,,,
AUTOSUFICIENCIA,"Aunque el dinero no puede comprar la felicidad, es importante esforzarse por mantener una estabilidad financiera estable y así cubrir los gastos necesarios para llevar una vida cotidiana. ",,,,,,,,,
AUTOSUFICIENCIA,"A pesar de que el dinero no es todo, en la actualidad creo que es extremadamente importante e imprescindible para cada familia y su autonomía financiera.",,,,,,,,,
AUTOSUFICIENCIA,"Aunque el dinero no representa la felicidad, si se combina con el éxito, la estabilidad y el bienestar colectivo, se puede lograr un progreso en la economía personal, familiar y general del país.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero es necesario para poder comprar todo lo que queremos y darles algunos lujos, es verdad que no compra la felicidad, pero si nos da momentos de paz y tranquilidad, lo importante es cómo lo generamos.",,,,,,,,,
AUTOSUFICIENCIA,"Aunque es cierto, el dinero es esencial para poder comprar cosas y sobrevivir en este mundo tan desordenado. ",,,,,,,,,
AUTOSUFICIENCIA,"Aunque no nos guste, el dinero es un mal necesario para sobrevivir, y más si queremos ser autosuficientes en nuestra vida y tomar decisiones.",,,,,,,,,
AUTOSUFICIENCIA,"En la actualidad, el dinero es una necesidad de los seres humanos, pero no define la felicidad de una persona, ya que puede encontrarla de diversas maneras y en diferentes momentos.",,,,,,,,,
AUTOSUFICIENCIA,"Las tristezas nos hacen abrir los ojos y cerrar el corazón, siempre será mejor estar solo que mal acompañado, y aprender a no esperar nada de nadie. ",,,,,,,,,
AUTOSUFICIENCIA,"Las mujeres son libres de decidir si tener hijos o no, ya que eso es parte de su autorealización y convicciones propias.",,,,,,,,,
AUTOSUFICIENCIA,"En mi opinión, todo es justificado. Si respetan su deseo, no solicitarán nada a nadie después de todo.",,,,,,,,,
AUTOSUFICIENCIA,"Para mantener y cuidar al niño, la mujer debe tener estabilidad económica y emocional.",,,,,,,,,
VANIDAD,"es importante cómo vestimos porque según como te ven te van a tratar, y si quieres demostrar autosuficiencia y poder, debes empezar por tu imagen y proyectar tu don de lider..",,,,,,,,,
VANIDAD,Cada uno vive su vida a su gusto; cada uno debe vestirse como quiera; cada uno debe sentirse feliz con lo que hace; cada uno debe sentirse feliz con lo que hace.,,,,,,,,,
PRETENSION,"El vestirse bien es importante para reflejar una buena imagen, hay que ser y parecer.. Demostrar autoridad y autodominio.. En esto también, es necesario el amor propio, ya que es necesario aceptarse como somos sin buscar seguir modas para ser aceptados por el resto. ",,,,,,,,,
PRETENSION,"Cuando mantenemos una buena imagen es el reflejo de cómo nos sentimos por dentro, es amor propio, empieza desde una buena actitud hasta la manera en que nos reflejamos con nuestros actos, el estilo y la aptitud va más de la moda.",,,,,,,,,
PRETENSION,El amor propio abarca más que la moda y no creo que sea tan importante como la educación.,,,,,,,,,
PRETENSION,"Cuidarse y aceptarse más allá de la moda o del que digan, lo importante es tener la paz de saber que me amo sin importar nada. Lucir bien es cuidarse y aceptarse.",,,,,,,,,
PRETENSION,"En la actualidad, la imagen que mostramos es crucial, pero es más importante amarse an uno mismo y aceptar que nuestras emociones son más importantes que el resto de las críticas de la sociedad.",,,,,,,,,
PRETENSION,"Si alguien afirma que no hay perfección, es porque no me conoce.",,,,,,,,,
PRETENSION,"No crees todo lo que te dicen sobre mí; a veces soy peor, pero no soy mentira.",,,,,,,,,
PRETENSION,Ser ordinario es lo peor de la vida.,,,,,,,,,
PRETENSION,Preferiría impresionar con mi presencia en lugar de aburrirme... ,,,,,,,,,
PRETENSION,"Lo más importante, en mi opinión, es el amor propio, que es el reflejo de la relación que tenemos por nosotros mismos hacia nuestro cuerpo, personalidad, caracter, actitudes y comportamientos.",,,,,,,,,
PRETENSION,"Para darme mis lujos y llevar una buena vida, prefiero ser rico y triste.",,,,,,,,,
PRETENSION," El dinero no es felicidad, pero prefiero llorar en un Ferrari, y en crucero por la europas.. Quizá encuentre todo lo que necesito para mi ;)",,,,,,,,,
PRETENSION," Para disfrutar de lujos, prefiero ser rico y melancólico.",,,,,,,,,
PRETENSION,"El término ""egoista"" o ""egocéntrica"" se refiere a dos tendencias personales. La necesidad insaciable de atención puede ser la causa del deseo de ser recordado. Al final, una persona es recordada por sus acciones desinteresadas o malintencionadas. Elige t",,,,,,,,,
PRETENSION,"Te siento triste!!, que pena sobate tu envidia.. Jajajaja",,,,,,,,,
PRETENSION,"Que se vaya quien no se sienta feliz y bendecido de tenerme en su vida. No me preocupa. Total, ellos se lo pierden",,,,,,,,,
PRETENSION,"Me gustaría estar en tus zapatos, pero son tan feos y corrientes, que mal gusto tienes..",,,,,,,,,
PRETENSION,"No hay razón para sentirse mal cuando alguien nos rechaza; la gente vulgar y corriente rechaza cosas costosas porque no pueden pagarlas, y mucho menos apreciarlas. ",,,,,,,,,
PRETENSION,El amor propio y la educación son cruciales. ,,,,,,,,,
PRETENSION,Tiene razón: quererse an uno mismo es lo más importante.,,,,,,,,,
PRETENSION,"Si, es crucial, ya que nos ayuda a presentarnos de manera efectiva dondequiera que vayamos.",,,,,,,,,
PRETENSION,"La imagen de una persona es importante porque muestra su cuidado y personalidad. Aunque no es una prioridad, se puede considerar tan importante como la educación.",,,,,,,,,
PRETENSION,"La imagen es tan importante como la educación porque de nada sirve tener educación sin una buena imagen, y el sobrepeso no debe ser un obstáculo para llevar una buena imagen porque las personas debemos aceptarnos tal como somos.",,,,,,,,,
PRETENSION,"Soy un lujo que no puedes permitirte, aceptalo.",,,,,,,,,
PRETENSION,"Claramente no soy común, si fuera así, sería como tú, típico.",,,,,,,,,
PRETENSION,"Por supuesto, hablo solo, pero en ocasiones necesito la opinión de un experto.",,,,,,,,,
PRETENSION,"Debido a que soy más de lo que buscabas, no soy lo que esperabas.",,,,,,,,,
PRETENSION,"¿Es superior a mí? NOO verdad, entonces no te jactes de esa cosa fea por la que me dejaste… recuerdame siempre estaré por encima de ti, y del espanto que te conseguiste.",,,,,,,,,
PRETENSION,La mona permanece mona sin importar si está vestida con seda.,,,,,,,,,
PRETENSION,Observen mi última compra... Es caro y es el modelo más nuevo.,,,,,,,,,
PRETENSION,"tengo mucha fe en mí mismo, yo me considero algo hermoso, algo bien hechito!!",,,,,,,,,
PRETENSION,"pues si, mi ego es tan enorme como tu panza… ",,,,,,,,,
PRETENSION,"Mira, he comprado el iPhone 12 Max Pro lo último de lo último.. :)",,,,,,,,,
PRETENSION,"Al menos si vas a tener dos caras, haz que una sea hermosa.",,,,,,,,,
PRETENSION,No deseo obtener ganancias. Solo deseo ser excepcional.,,,,,,,,,
PRETENSION,No te dejes atragantar por la envidia.,,,,,,,,,
PRETENSION,"No se porque les caigo mal a algunas personas; si soy buena gente, sociable, guapa, inteligente, una diosa, permiso estupidez, tu ropa le muestra al mundo quien eres.",,,,,,,,,
PRETENSION,"Si no te gusta, está bien; no todos tienen un buen gusto.",,,,,,,,,
PRETENSION,La tristeza es el resultado de la prudencia en la vida.,,,,,,,,,
PRETENSION,"Hablar mal de alguien es terrible, pero no hablar es peor. La envidia les hace hablar de mí.",,,,,,,,,
PRETENSION,"No me importa lo que pienses de mi, a menos que creas que soy excelente. ",,,,,,,,,
PRETENSION,Tu complejo de superioridad es inferior al mío.,,,,,,,,,
PRETENSION,"Soy quien soy, de pie con firmeza, con la espalda recta y la mirada hacia el frente. ¡Que se reconozca mi fortaleza y belleza!",,,,,,,,,
PRETENSION,"Soy la alegría de quien me ama, la tristeza de quien me odia y la preocupación de quien me envidia.",,,,,,,,,
PRETENSION,"No tengo la necesidad de intimidar a nadie, solo siento que mi presencia molesta a alguien envidioso.",,,,,,,,,
PRETENSION,La sardina con sabor a caviar siempre está presente.,,,,,,,,,
PRETENSION,Quien experimente dolor por mi felicidad  y aumente su fracaso.,,,,,,,,,
